idx,d0,d1,d2,maqaf,paseq,break
24.4.1,כי,כִּי,כִּ֧י,,False,
24.4.2,אל,אֶל,אֶל,"(1, 2)",False,
24.4.3,ארצי,אַרְצִי,אַרְצִ֛י,"(2, 2)",False,
24.4.4,ואל,וְאֶל,וְאֶל,"(1, 2)",False,
24.4.5,מולדתי,מוֹלַדְתִּי,מוֹלַדְתִּ֖י,"(2, 2)",False,
24.4.6,תלך,תֵּלֵךְ,תֵּלֵ֑ךְ,,False,
24.4.7,ולקחת,וְלָקַחְתָּ,וְלָקַחְתָּ֥,,False,
24.4.8,אשה,אִשָּׁה,אִשָּׁ֖ה,,False,
24.4.9,לבני,לִבְנִי,לִבְנִ֥י,,False,
24.4.10,ליצחק,לְיִצְחָק׃,לְיִצְחָֽק׃,,False,
24.5.1,ויאמר,וַיֹּאמֶר,וַיֹּ֤אמֶר,,False,
24.5.2,אליו,אֵלָיו,אֵלָיו֙,,False,
24.5.3,העבד,הָעֶבֶד,הָעֶ֔בֶד,,False,
24.5.4,אולי,אוּלַי,אוּלַי֙,,False,
24.5.5,לא,לֹא,לֹא,"(1, 2)",False,
24.5.6,תאבה,תֹאבֶה,תֹאבֶ֣ה,"(2, 2)",False,
24.5.7,האשה,הָאִשָּׁה,הָֽאִשָּׁ֔ה,,False,
24.5.8,ללכת,לָלֶכֶת,לָלֶ֥כֶת,,False,
24.5.9,אחרי,אַחֲרַי,אַחֲרַ֖י,,False,
24.5.10,אל,אֶל,אֶל,"(1, 2)",False,
24.5.11,הארץ,הָאָרֶץ,הָאָ֣רֶץ,"(2, 2)",False,
24.5.12,הזאת,הַזֹּאת,הַזֹּ֑את,,False,
24.5.13,ההשב,הֶהָשֵׁב,הֶֽהָשֵׁ֤ב,,False,
24.5.14,אשיב,אָשִׁיב,אָשִׁיב֙,,False,
24.5.15,את,אֶת,אֶת,"(1, 2)",False,
24.5.16,בנך,בִּנְךָ,בִּנְךָ֔,"(2, 2)",False,
24.5.17,אל,אֶל,אֶל,"(1, 2)",False,
24.5.18,הארץ,הָאָרֶץ,הָאָ֖רֶץ,"(2, 2)",False,
24.5.19,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
24.5.20,יצאת,יָצָאתָ,יָצָ֥אתָ,"(2, 2)",False,
24.5.21,משם,מִשָּׁם׃,מִשָּֽׁם׃,,False,
24.6.1,ויאמר,וַיֹּאמֶר,וַיֹּ֥אמֶר,,False,
24.6.2,אליו,אֵלָיו,אֵלָ֖יו,,False,
24.6.3,אברהם,אַבְרָהָם,אַבְרָהָ֑ם,,False,
24.6.4,השמר,הִשָּׁמֶר,הִשָּׁ֣מֶר,,False,
24.6.5,לך,לְךָ,לְךָ֔,,False,
24.6.6,פן,פֶּן,פֶּן,"(1, 2)",False,
24.6.7,תשיב,תָּשִׁיב,תָּשִׁ֥יב,"(2, 2)",False,
24.6.8,את,אֶת,אֶת,"(1, 2)",False,
24.6.9,בני,בְּנִי,בְּנִ֖י,"(2, 2)",False,
24.6.10,שמה,שָׁמָּה׃,שָֽׁמָּה׃,,False,
24.7.1,יהוה,יְהוָה,יְהוָ֣ה,,True,
24.7.2,אלהי,אֱלֹהֵי,אֱלֹהֵ֣י,,False,
24.7.3,השמים,הַשָּׁמַיִם,הַשָּׁמַ֗יִם,,False,
24.7.4,אשר,אֲשֶׁר,אֲשֶׁ֨ר,,False,
24.7.5,לקחני,לְקָחַנִי,לְקָחַ֜נִי,,False,
24.7.6,מבית,מִבֵּית,מִבֵּ֣ית,,False,
24.7.7,אבי,אָבִי,אָבִי֮,,False,
24.7.8,ומארץ,וּמֵאֶרֶץ,וּמֵאֶ֣רֶץ,,False,
24.7.9,מולדתי,מוֹלַדְתִּי,מֽוֹלַדְתִּי֒,,False,
24.7.10,ואשר,וַאֲשֶׁר,וַאֲשֶׁ֨ר,,False,
24.7.11,דבר,דִּבֶּר,דִּבֶּר,"(1, 2)",False,
24.7.12,לי,לִי,לִ֜י,"(2, 2)",False,
24.7.13,ואשר,וַאֲשֶׁר,וַאֲשֶׁ֤ר,,False,
24.7.14,נשבע,נִשְׁבַּע,נִֽשְׁבַּֽע,"(1, 2)",False,
24.7.15,לי,לִי,לִי֙,"(2, 2)",False,
24.7.16,לאמר,לֵאמֹר,לֵאמֹ֔ר,,False,
24.7.17,לזרעך,לְזַרְעֲךָ,לְזַ֨רְעֲךָ֔,,False,
24.7.18,אתן,אֶתֵּן,אֶתֵּ֖ן,,False,
24.7.19,את,אֶת,אֶת,"(1, 2)",False,
24.7.20,הארץ,הָאָרֶץ,הָאָ֣רֶץ,"(2, 2)",False,
24.7.21,הזאת,הַזֹּאת,הַזֹּ֑את,,False,
24.7.22,הוא,הוּא,ה֗וּא,,False,
24.7.23,ישלח,יִשְׁלַח,יִשְׁלַ֤ח,,False,
24.7.24,מלאכו,מַלְאָכוֹ,מַלְאָכוֹ֙,,False,
24.7.25,לפניך,לְפָנֶיךָ,לְפָנֶ֔יךָ,,False,
24.7.26,ולקחת,וְלָקַחְתָּ,וְלָקַחְתָּ֥,,False,
24.7.27,אשה,אִשָּׁה,אִשָּׁ֛ה,,False,
24.7.28,לבני,לִבְנִי,לִבְנִ֖י,,False,
24.7.29,משם,מִשָּׁם׃,מִשָּֽׁם׃,,False,
24.8.1,ואם,וְאִם,וְאִם,"(1, 2)",False,
24.8.2,לא,לֹא,לֹ֨א,"(2, 2)",False,
24.8.3,תאבה,תֹאבֶה,תֹאבֶ֤ה,,False,
24.8.4,האשה,הָאִשָּׁה,הָֽאִשָּׁה֙,,False,
24.8.5,ללכת,לָלֶכֶת,לָלֶ֣כֶת,,False,
24.8.6,אחריך,אַחֲרֶיךָ,אַחֲרֶ֔יךָ,,False,
24.8.7,ונקית,וְנִקִּיתָ,וְנִקִּ֕יתָ,,False,
24.8.8,משבעתי,מִשְּׁבֻעָתִי,מִשְּׁבֻעָתִ֖י,,False,
24.8.9,זאת,זֹאת,זֹ֑את,,False,
24.8.10,רק,רַק,רַ֣ק,,False,
24.8.11,את,אֶת,אֶת,"(1, 2)",False,
24.8.12,בני,בְּנִי,בְּנִ֔י,"(2, 2)",False,
24.8.13,לא,לֹא,לֹ֥א,,False,
24.8.14,תשב,תָשֵׁב,תָשֵׁ֖ב,,False,
24.8.15,שמה,שָׁמָּה׃,שָֽׁמָּה׃,,False,
24.9.1,וישם,וַיָּשֶׂם,וַיָּ֤שֶׂם,,False,
24.9.2,העבד,הָעֶבֶד,הָעֶ֙בֶד֙,,False,
24.9.3,את,אֶת,אֶת,"(1, 2)",False,
24.9.4,ידו,יָדוֹ,יָד֔וֹ,"(2, 2)",False,
24.9.5,תחת,תַּחַת,תַּ֛חַת,,False,
24.9.6,ירך,יֶרֶךְ,יֶ֥רֶךְ,,False,
24.9.7,אברהם,אַבְרָהָם,אַבְרָהָ֖ם,,False,
24.9.8,אדניו,אֲדֹנָיו,אֲדֹנָ֑יו,,False,
24.9.9,וישבע,וַיִּשָּׁבַע,וַיִּשָּׁ֣בַֽע,,False,
24.9.10,לו,לוֹ,ל֔וֹ,,False,
24.9.11,על,עַל,עַל,"(1, 2)",False,
24.9.12,הדבר,הַדָּבָר,הַדָּבָ֖ר,"(2, 2)",False,
24.9.13,הזה,הַזֶּה׃,הַזֶּֽה׃,,False,
24.10.1,ויקח,וַיִּקַּח,וַיִּקַּ֣ח,,False,
24.10.2,העבד,הָעֶבֶד,הָ֠עֶבֶד,,False,
24.10.3,עשרה,עֲשָׂרָה,עֲשָׂרָ֨ה,,False,
24.10.4,גמלים,גְמַלִּים,גְמַלִּ֜ים,,False,
24.10.5,מגמלי,מִגְּמַלֵּי,מִגְּמַלֵּ֤י,,False,
24.10.6,אדניו,אֲדֹנָיו,אֲדֹנָיו֙,,False,
24.10.7,וילך,וַיֵּלֶךְ,וַיֵּ֔לֶךְ,,False,
24.10.8,וכל,וְכָל,וְכָל,"(1, 2)",False,
24.10.9,טוב,טוּב,ט֥וּב,"(2, 2)",False,
24.10.10,אדניו,אֲדֹנָיו,אֲדֹנָ֖יו,,False,
24.10.11,בידו,בְּיָדוֹ,בְּיָד֑וֹ,,False,
24.10.12,ויקם,וַיָּקָם,וַיָּ֗קָם,,False,
24.10.13,וילך,וַיֵּלֶךְ,וַיֵּ֛לֶךְ,,False,
24.10.14,אל,אֶל,אֶל,"(1, 2)",False,
24.10.15,ארם,אֲרַם,אֲרַ֥ם,"(2, 2)",False,
24.10.16,נהרים,נַהֲרַיִם,נַֽהֲרַ֖יִם,,False,
24.10.17,אל,אֶל,אֶל,"(1, 2)",False,
24.10.18,עיר,עִיר,עִ֥יר,"(2, 2)",False,
24.10.19,נחור,נָחוֹר׃,נָחֽוֹר׃,,False,
24.11.1,ויברך,וַיַּבְרֵךְ,וַיַּבְרֵ֧ךְ,,False,
24.11.2,הגמלים,הַגְּמַלִּים,הַגְּמַלִּ֛ים,,False,
24.11.3,מחוץ,מִחוּץ,מִח֥וּץ,,False,
24.11.4,לעיר,לָעִיר,לָעִ֖יר,,False,
24.11.5,אל,אֶל,אֶל,"(1, 2)",False,
24.11.6,באר,בְּאֵר,בְּאֵ֣ר,"(2, 2)",False,
24.11.7,המים,הַמָּיִם,הַמָּ֑יִם,,False,
24.11.8,לעת,לְעֵת,לְעֵ֣ת,,False,
24.11.9,ערב,עֶרֶב,עֶ֔רֶב,,False,
24.11.10,לעת,לְעֵת,לְעֵ֖ת,,False,
24.11.11,צאת,צֵאת,צֵ֥את,,False,
24.11.12,השאבת,הַשֹּׁאֲבֹת׃,הַשֹּׁאֲבֹֽת׃,,False,
24.12.1,ויאמר,וַיֹּאמַר,וַיֹּאמַ֓ר,,True,
24.12.2,יהוה,יְהוָה,יְהוָ֗ה,,False,
24.12.3,אלהי,אֱלֹהֵי,אֱלֹהֵי֙,,False,
24.12.4,אדני,אֲדֹנִי,אֲדֹנִ֣י,,False,
24.12.5,אברהם,אַבְרָהָם,אַבְרָהָ֔ם,,False,
24.12.6,הקרה,הַקְרֵה,הַקְרֵה,"(1, 2)",False,
24.12.7,נא,נָא,נָ֥א,"(2, 2)",False,
24.12.8,לפני,לְפָנַי,לְפָנַ֖י,,False,
24.12.9,היום,הַיּוֹם,הַיּ֑וֹם,,False,
24.12.10,ועשה,וַעֲשֵׂה,וַעֲשֵׂה,"(1, 2)",False,
24.12.11,חסד,חֶסֶד,חֶ֕סֶד,"(2, 2)",False,
24.12.12,עם,עִם,עִ֖ם,,False,
24.12.13,אדני,אֲדֹנִי,אֲדֹנִ֥י,,False,
24.12.14,אברהם,אַבְרָהָם׃,אַבְרָהָֽם׃,,False,
24.13.1,הנה,הִנֵּה,הִנֵּ֛ה,,False,
24.13.2,אנכי,אָנֹכִי,אָנֹכִ֥י,,False,
24.13.3,נצב,נִצָּב,נִצָּ֖ב,,False,
24.13.4,על,עַל,עַל,"(1, 2)",False,
24.13.5,עין,עֵין,עֵ֣ין,"(2, 2)",False,
24.13.6,המים,הַמָּיִם,הַמָּ֑יִם,,False,
24.13.7,ובנות,וּבְנוֹת,וּבְנוֹת֙,,False,
24.13.8,אנשי,אַנְשֵׁי,אַנְשֵׁ֣י,,False,
24.13.9,העיר,הָעִיר,הָעִ֔יר,,False,
24.13.10,יצאת,יֹצְאֹת,יֹצְאֹ֖ת,,False,
24.13.11,לשאב,לִשְׁאֹב,לִשְׁאֹ֥ב,,False,
24.13.12,מים,מָיִם׃,מָֽיִם׃,,False,
24.14.1,והיה,וְהָיָה,וְהָיָ֣ה,,False,
24.14.2,הנער,הַנַּעֲרָ,הַֽנַּעֲרָ֗,,False,
24.14.3,אשר,אֲשֶׁר,אֲשֶׁ֨ר,,False,
24.14.4,אמר,אֹמַר,אֹמַ֤ר,,False,
24.14.5,אליה,אֵלֶיהָ,אֵלֶ֙יהָ֙,,False,
24.14.6,הטי,הַטִּי,הַטִּי,"(1, 2)",False,
24.14.7,נא,נָא,נָ֤א,"(2, 2)",False,
24.14.8,כדך,כַדֵּךְ,כַדֵּךְ֙,,False,
24.14.9,ואשתה,וְאֶשְׁתֶּה,וְאֶשְׁתֶּ֔ה,,False,
24.14.10,ואמרה,וְאָמְרָה,וְאָמְרָ֣ה,,False,
24.14.11,שתה,שְׁתֵה,שְׁתֵ֔ה,,False,
24.14.12,וגם,וְגַם,וְגַם,"(1, 2)",False,
24.14.13,גמליך,גְּמַלֶּיךָ,גְּמַלֶּ֖יךָ,"(2, 2)",False,
24.14.14,אשקה,אַשְׁקֶה,אַשְׁקֶ֑ה,,False,
24.14.15,אתה,אֹתָהּ,אֹתָ֤הּ,,False,
24.14.16,הכחת,הֹכַחְתָּ,הֹכַ֙חְתָּ֙,,False,
24.14.17,לעבדך,לְעַבְדְּךָ,לְעַבְדְּךָ֣,,False,
24.14.18,ליצחק,לְיִצְחָק,לְיִצְחָ֔ק,,False,
24.14.19,ובה,וּבָהּ,וּבָ֣הּ,,False,
24.14.20,אדע,אֵדַע,אֵדַ֔ע,,False,
24.14.21,כי,כִּי,כִּי,"(1, 2)",False,
24.14.22,עשית,עָשִׂיתָ,עָשִׂ֥יתָ,"(2, 2)",False,
24.14.23,חסד,חֶסֶד,חֶ֖סֶד,,False,
24.14.24,עם,עִם,עִם,"(1, 2)",False,
24.14.25,אדני,אֲדֹנִי׃,אֲדֹנִֽי׃,"(2, 2)",False,
24.15.1,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
24.15.2,הוא,הוּא,ה֗וּא,"(2, 2)",False,
24.15.3,טרם,טֶרֶם,טֶרֶם֮,,False,
24.15.4,כלה,כִּלָּה,כִּלָּ֣ה,,False,
24.15.5,לדבר,לְדַבֵּר,לְדַבֵּר֒,,False,
24.15.6,והנה,וְהִנֵּה,וְהִנֵּ֧ה,,False,
24.15.7,רבקה,רִבְקָה,רִבְקָ֣ה,,False,
24.15.8,יצאת,יֹצֵאת,יֹצֵ֗את,,False,
24.15.9,אשר,אֲשֶׁר,אֲשֶׁ֤ר,,False,
24.15.10,ילדה,יֻלְּדָה,יֻלְּדָה֙,,False,
24.15.11,לבתואל,לִבְתוּאֵל,לִבְתוּאֵ֣ל,,False,
24.15.12,בן,בֶּן,בֶּן,"(1, 2)",False,
24.15.13,מלכה,מִלְכָּה,מִלְכָּ֔ה,"(2, 2)",False,
24.15.14,אשת,אֵשֶׁת,אֵ֥שֶׁת,,False,
24.15.15,נחור,נָחוֹר,נָח֖וֹר,,False,
24.15.16,אחי,אֲחִי,אֲחִ֣י,,False,
24.15.17,אברהם,אַבְרָהָם,אַבְרָהָ֑ם,,False,
24.15.18,וכדה,וְכַדָּהּ,וְכַדָּ֖הּ,,False,
24.15.19,על,עַל,עַל,"(1, 2)",False,
24.15.20,שכמה,שִׁכְמָהּ׃,שִׁכְמָֽהּ׃,"(2, 2)",False,
24.16.1,והנער,וְהַנַּעֲרָ,וְהַֽנַּעֲרָ֗,,False,
24.16.2,טבת,טֹבַת,טֹבַ֤ת,,False,
24.16.3,מראה,מַרְאֶה,מַרְאֶה֙,,False,
24.16.4,מאד,מְאֹד,מְאֹ֔ד,,False,
24.16.5,בתולה,בְּתוּלָה,בְּתוּלָ֕ה,,False,
24.16.6,ואיש,וְאִישׁ,וְאִ֖ישׁ,,False,
24.16.7,לא,לֹא,לֹ֣א,,False,
24.16.8,ידעה,יְדָעָהּ,יְדָעָ֑הּ,,False,
24.16.9,ותרד,וַתֵּרֶד,וַתֵּ֣רֶד,,False,
24.16.10,העינה,הָעַיְנָה,הָעַ֔יְנָה,,False,
24.16.11,ותמלא,וַתְּמַלֵּא,וַתְּמַלֵּ֥א,,False,
24.16.12,כדה,כַדָּהּ,כַדָּ֖הּ,,False,
24.16.13,ותעל,וַתָּעַל׃,וַתָּֽעַל׃,,False,
24.17.1,וירץ,וַיָּרָץ,וַיָּ֥רָץ,,False,
24.17.2,העבד,הָעֶבֶד,הָעֶ֖בֶד,,False,
24.17.3,לקראתה,לִקְרָאתָהּ,לִקְרָאתָ֑הּ,,False,
24.17.4,ויאמר,וַיֹּאמֶר,וַיֹּ֕אמֶר,,False,
24.17.5,הגמיאיני,הַגְמִיאִינִי,הַגְמִיאִ֥ינִי,,False,
24.17.6,נא,נָא,נָ֛א,,False,
24.17.7,מעט,מְעַט,מְעַט,"(1, 2)",False,
24.17.8,מים,מַיִם,מַ֖יִם,"(2, 2)",False,
24.17.9,מכדך,מִכַּדֵּךְ׃,מִכַּדֵּֽךְ׃,,False,
24.18.1,ותאמר,וַתֹּאמֶר,וַתֹּ֖אמֶר,,False,
24.18.2,שתה,שְׁתֵה,שְׁתֵ֣ה,,False,
24.18.3,אדני,אֲדֹנִי,אֲדֹנִ֑י,,False,
24.18.4,ותמהר,וַתְּמַהֵר,וַתְּמַהֵ֗ר,,False,
24.18.5,ותרד,וַתֹּרֶד,וַתֹּ֧רֶד,,False,
24.18.6,כדה,כַּדָּהּ,כַּדָּ֛הּ,,False,
24.18.7,על,עַל,עַל,"(1, 2)",False,
24.18.8,ידה,יָדָהּ,יָדָ֖הּ,"(2, 2)",False,
24.18.9,ותשקהו,וַתַּשְׁקֵהוּ׃,וַתַּשְׁקֵֽהוּ׃,,False,
24.19.1,ותכל,וַתְּכַל,וַתְּכַ֖ל,,False,
24.19.2,להשקתו,לְהַשְׁקֹתוֹ,לְהַשְׁקֹת֑וֹ,,False,
24.19.3,ותאמר,וַתֹּאמֶר,וַתֹּ֗אמֶר,,False,
24.19.4,גם,גַּם,גַּ֤ם,,False,
24.19.5,לגמליך,לִגְמַלֶּיךָ,לִגְמַלֶּ֙יךָ֙,,False,
24.19.6,אשאב,אֶשְׁאָב,אֶשְׁאָ֔ב,,False,
24.19.7,עד,עַד,עַ֥ד,,False,
24.19.8,אם,אִם,אִם,"(1, 2)",False,
24.19.9,כלו,כִּלּוּ,כִּלּ֖וּ,"(2, 2)",False,
24.19.10,לשתת,לִשְׁתֹּת׃,לִשְׁתֹּֽת׃,,False,
24.20.1,ותמהר,וַתְּמַהֵר,וַתְּמַהֵ֗ר,,False,
24.20.2,ותער,וַתְּעַר,וַתְּעַ֤ר,,False,
24.20.3,כדה,כַּדָּהּ,כַּדָּהּ֙,,False,
24.20.4,אל,אֶל,אֶל,"(1, 2)",False,
24.20.5,השקת,הַשֹּׁקֶת,הַשֹּׁ֔קֶת,"(2, 2)",False,
24.20.6,ותרץ,וַתָּרָץ,וַתָּ֥רָץ,,False,
24.20.7,עוד,עוֹד,ע֛וֹד,,False,
24.20.8,אל,אֶל,אֶֽל,"(1, 2)",False,
24.20.9,הבאר,הַבְּאֵר,הַבְּאֵ֖ר,"(2, 2)",False,
24.20.10,לשאב,לִשְׁאֹב,לִשְׁאֹ֑ב,,False,
24.20.11,ותשאב,וַתִּשְׁאַב,וַתִּשְׁאַ֖ב,,False,
24.20.12,לכל,לְכָל,לְכָל,"(1, 2)",False,
24.20.13,גמליו,גְּמַלָּיו׃,גְּמַלָּֽיו׃,"(2, 2)",False,
24.21.1,והאיש,וְהָאִישׁ,וְהָאִ֥ישׁ,,False,
24.21.2,משתאה,מִשְׁתָּאֵה,מִשְׁתָּאֵ֖ה,,False,
24.21.3,לה,לָהּ,לָ֑הּ,,False,
24.21.4,מחריש,מַחֲרִישׁ,מַחֲרִ֕ישׁ,,False,
24.21.5,לדעת,לָדַעַת,לָדַ֗עַת,,False,
24.21.6,ההצליח,הַהִצְלִיחַ,הַֽהִצְלִ֧יחַ,,False,
24.21.7,יהוה,יְהוָה,יְהוָ֛ה,,False,
24.21.8,דרכו,דַּרְכּוֹ,דַּרְכּ֖וֹ,,False,
24.21.9,אם,אִם,אִם,"(1, 2)",False,
24.21.10,לא,לֹא׃,לֹֽא׃,"(2, 2)",False,
24.22.1,ויהי,וַיְהִי,וַיְהִ֗י,,False,
24.22.2,כאשר,כַּאֲשֶׁר,כַּאֲשֶׁ֨ר,,False,
24.22.3,כלו,כִּלּוּ,כִּלּ֤וּ,,False,
24.22.4,הגמלים,הַגְּמַלִּים,הַגְּמַלִּים֙,,False,
24.22.5,לשתות,לִשְׁתּוֹת,לִשְׁתּ֔וֹת,,False,
24.22.6,ויקח,וַיִּקַּח,וַיִּקַּ֤ח,,False,
24.22.7,האיש,הָאִישׁ,הָאִישׁ֙,,False,
24.22.8,נזם,נֶזֶם,נֶ֣זֶם,,False,
24.22.9,זהב,זָהָב,זָהָ֔ב,,False,
24.22.10,בקע,בֶּקַע,בֶּ֖קַע,,False,
24.22.11,משקלו,מִשְׁקָלוֹ,מִשְׁקָל֑וֹ,,False,
24.22.12,ושני,וּשְׁנֵי,וּשְׁנֵ֤י,,False,
24.22.13,צמידים,צְמִידִים,צְמִידִים֙,,False,
24.22.14,על,עַל,עַל,"(1, 2)",False,
24.22.15,ידיה,יָדֶיהָ,יָדֶ֔יהָ,"(2, 2)",False,
24.22.16,עשרה,עֲשָׂרָה,עֲשָׂרָ֥ה,,False,
24.22.17,זהב,זָהָב,זָהָ֖ב,,False,
24.22.18,משקלם,מִשְׁקָלָם׃,מִשְׁקָלָֽם׃,,False,
24.23.1,ויאמר,וַיֹּאמֶר,וַיֹּ֙אמֶר֙,,False,
24.23.2,בת,בַּת,בַּת,"(1, 2)",False,
24.23.3,מי,מִי,מִ֣י,"(2, 2)",False,
24.23.4,את,אַתְּ,אַ֔תְּ,,False,
24.23.5,הגידי,הַגִּידִי,הַגִּ֥ידִי,,False,
24.23.6,נא,נָא,נָ֖א,,False,
24.23.7,לי,לִי,לִ֑י,,False,
24.23.8,היש,הֲיֵשׁ,הֲיֵ֧שׁ,,False,
24.23.9,בית,בֵּית,בֵּית,"(1, 2)",False,
24.23.10,אביך,אָבִיךְ,אָבִ֛יךְ,"(2, 2)",False,
24.23.11,מקום,מָקוֹם,מָק֥וֹם,,False,
24.23.12,לנו,לָנוּ,לָ֖נוּ,,False,
24.23.13,ללין,לָלִין׃,לָלִֽין׃,,False,
24.24.1,ותאמר,וַתֹּאמֶר,וַתֹּ֣אמֶר,,False,
24.24.2,אליו,אֵלָיו,אֵלָ֔יו,,False,
24.24.3,בת,בַּת,בַּת,"(1, 2)",False,
24.24.4,בתואל,בְּתוּאֵל,בְּתוּאֵ֖ל,"(2, 2)",False,
24.24.5,אנכי,אָנֹכִי,אָנֹ֑כִי,,False,
24.24.6,בן,בֶּן,בֶּן,"(1, 2)",False,
24.24.7,מלכה,מִלְכָּה,מִלְכָּ֕ה,"(2, 2)",False,
24.24.8,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
24.24.9,ילדה,יָלְדָה,יָלְדָ֖ה,,False,
24.24.10,לנחור,לְנָחוֹר׃,לְנָחֽוֹר׃,,False,
24.25.1,ותאמר,וַתֹּאמֶר,וַתֹּ֣אמֶר,,False,
24.25.2,אליו,אֵלָיו,אֵלָ֔יו,,False,
24.25.3,גם,גַּם,גַּם,"(1, 2)",False,
24.25.4,תבן,תֶּבֶן,תֶּ֥בֶן,"(2, 2)",False,
24.25.5,גם,גַּם,גַּם,"(1, 2)",False,
24.25.6,מספוא,מִסְפּוֹא,מִסְפּ֖וֹא,"(2, 2)",False,
24.25.7,רב,רַב,רַ֣ב,,False,
24.25.8,עמנו,עִמָּנוּ,עִמָּ֑נוּ,,False,
24.25.9,גם,גַּם,גַּם,"(1, 2)",False,
24.25.10,מקום,מָקוֹם,מָק֖וֹם,"(2, 2)",False,
24.25.11,ללון,לָלוּן׃,לָלֽוּן׃,,False,
24.26.1,ויקד,וַיִּקֹּד,וַיִּקֹּ֣ד,,False,
24.26.2,האיש,הָאִישׁ,הָאִ֔ישׁ,,False,
24.26.3,וישתחו,וַיִּשְׁתַּחוּ,וַיִּשְׁתַּ֖חוּ,,False,
24.26.4,ליהוה,לַיהוָה׃,לַֽיהוָֽה׃,,False,
24.27.1,ויאמר,וַיֹּאמֶר,וַיֹּ֗אמֶר,,False,
24.27.2,ברוך,בָּרוּךְ,בָּר֤וּךְ,,False,
24.27.3,יהוה,יְהוָה,יְהוָה֙,,False,
24.27.4,אלהי,אֱלֹהֵי,אֱלֹהֵי֙,,False,
24.27.5,אדני,אֲדֹנִי,אֲדֹנִ֣י,,False,
24.27.6,אברהם,אַבְרָהָם,אַבְרָהָ֔ם,,False,
24.27.7,אשר,אֲשֶׁר,אֲ֠שֶׁר,,False,
24.27.8,לא,לֹא,לֹֽא,"(1, 2)",False,
24.27.9,עזב,עָזַב,עָזַ֥ב,"(2, 2)",False,
24.27.10,חסדו,חַסְדּוֹ,חַסְדּ֛וֹ,,False,
24.27.11,ואמתו,וַאֲמִתּוֹ,וַאֲמִתּ֖וֹ,,False,
24.27.12,מעם,מֵעִם,מֵעִ֣ם,,False,
24.27.13,אדני,אֲדֹנִי,אֲדֹנִ֑י,,False,
24.27.14,אנכי,אָנֹכִי,אָנֹכִ֗י,,False,
24.27.15,בדרך,בַּדֶּרֶךְ,בַּדֶּ֙רֶךְ֙,,False,
24.27.16,נחני,נָחַנִי,נָחַ֣נִי,,False,
24.27.17,יהוה,יְהוָה,יְהוָ֔ה,,False,
24.27.18,בית,בֵּית,בֵּ֖ית,,False,
24.27.19,אחי,אֲחֵי,אֲחֵ֥י,,False,
24.27.20,אדני,אֲדֹנִי׃,אֲדֹנִֽי׃,,False,
24.28.1,ותרץ,וַתָּרָץ,וַתָּ֙רָץ֙,,False,
24.28.2,הנער,הַנַּעֲרָ,הַֽנַּעֲרָ֔,,False,
24.28.3,ותגד,וַתַּגֵּד,וַתַּגֵּ֖ד,,False,
24.28.4,לבית,לְבֵית,לְבֵ֣ית,,False,
24.28.5,אמה,אִמָּהּ,אִמָּ֑הּ,,False,
24.28.6,כדברים,כַּדְּבָרִים,כַּדְּבָרִ֖ים,,False,
24.28.7,האלה,הָאֵלֶּה׃,הָאֵֽלֶּה׃,,False,
24.29.1,ולרבקה,וּלְרִבְקָה,וּלְרִבְקָ֥ה,,False,
24.29.2,אח,אָח,אָ֖ח,,False,
24.29.3,ושמו,וּשְׁמוֹ,וּשְׁמ֣וֹ,,False,
24.29.4,לבן,לָבָן,לָבָ֑ן,,False,
24.29.5,וירץ,וַיָּרָץ,וַיָּ֨רָץ,,False,
24.29.6,לבן,לָבָן,לָבָ֧ן,,False,
24.29.7,אל,אֶל,אֶל,"(1, 2)",False,
24.29.8,האיש,הָאִישׁ,הָאִ֛ישׁ,"(2, 2)",False,
24.29.9,החוצה,הַחוּצָה,הַח֖וּצָה,,False,
24.29.10,אל,אֶל,אֶל,"(1, 2)",False,
24.29.11,העין,הָעָיִן׃,הָעָֽיִן׃,"(2, 2)",False,
24.30.1,ויהי,וַיְהִי,וַיְהִ֣י,,True,
24.30.2,כראת,כִּרְאֹת,כִּרְאֹ֣ת,,False,
24.30.3,את,אֶת,אֶת,"(1, 2)",False,
24.30.4,הנזם,הַנֶּזֶם,הַנֶּ֗זֶם,"(2, 2)",False,
24.30.5,ואת,וְאֶת,וְֽאֶת,"(1, 2)",False,
24.30.6,הצמדים,הַצְּמִדִים,הַצְּמִדִים֮,"(2, 2)",False,
24.30.7,על,עַל,עַל,"(1, 2)",False,
24.30.8,ידי,יְדֵי,יְדֵ֣י,"(2, 2)",False,
24.30.9,אחתו,אֲחֹתוֹ,אֲחֹתוֹ֒,,False,
24.30.10,וכשמעו,וּכְשָׁמְעוֹ,וּכְשָׁמְע֗וֹ,,False,
24.30.11,את,אֶת,אֶת,"(1, 2)",False,
24.30.12,דברי,דִּבְרֵי,דִּבְרֵ֞י,"(2, 2)",False,
24.30.13,רבקה,רִבְקָה,רִבְקָ֤ה,,False,
24.30.14,אחתו,אֲחֹתוֹ,אֲחֹתוֹ֙,,False,
24.30.15,לאמר,לֵאמֹר,לֵאמֹ֔ר,,False,
24.30.16,כה,כֹּה,כֹּֽה,"(1, 2)",False,
