idx,d0,d1,d2,maqaf,paseq,break
22.20.7,לאמר,לֵאמֹר,לֵאמֹ֑ר,,False,
22.20.8,הנה,הִנֵּה,הִ֠נֵּה,,False,
22.20.9,ילדה,יָלְדָה,יָלְדָ֨ה,,False,
22.20.10,מלכה,מִלְכָּה,מִלְכָּ֥ה,,False,
22.20.11,גם,גַם,גַם,"(1, 2)",False,
22.20.12,הוא,הִוא,הִ֛וא,"(2, 2)",False,
22.20.13,בנים,בָּנִים,בָּנִ֖ים,,False,
22.20.14,לנחור,לְנָחוֹר,לְנָח֥וֹר,,False,
22.20.15,אחיך,אָחִיךָ׃,אָחִֽיךָ׃,,False,
22.21.1,את,אֶת,אֶת,"(1, 2)",False,
22.21.2,עוץ,עוּץ,ע֥וּץ,"(2, 2)",False,
22.21.3,בכרו,בְּכֹרוֹ,בְּכֹר֖וֹ,,False,
22.21.4,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.21.5,בוז,בּוּז,בּ֣וּז,"(2, 2)",False,
22.21.6,אחיו,אָחִיו,אָחִ֑יו,,False,
22.21.7,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.21.8,קמואל,קְמוּאֵל,קְמוּאֵ֖ל,"(2, 2)",False,
22.21.9,אבי,אֲבִי,אֲבִ֥י,,False,
22.21.10,ארם,אֲרָם׃,אֲרָֽם׃,,False,
22.22.1,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.22.2,כשד,כֶּשֶׂד,כֶּ֣שֶׂד,"(2, 2)",False,
22.22.3,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.22.4,חזו,חֲזוֹ,חֲז֔וֹ,"(2, 2)",False,
22.22.5,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.22.6,פלדש,פִּלְדָּשׁ,פִּלְדָּ֖שׁ,"(2, 2)",False,
22.22.7,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.22.8,ידלף,יִדְלָף,יִדְלָ֑ף,"(2, 2)",False,
22.22.9,ואת,וְאֵת,וְאֵ֖ת,,False,
22.22.10,בתואל,בְּתוּאֵל׃,בְּתוּאֵֽל׃,,False,
22.23.1,ובתואל,וּבְתוּאֵל,וּבְתוּאֵ֖ל,,False,
22.23.2,ילד,יָלַד,יָלַ֣ד,,False,
22.23.3,את,אֶת,אֶת,"(1, 2)",False,
22.23.4,רבקה,רִבְקָה,רִבְקָ֑ה,"(2, 2)",False,
22.23.5,שמנה,שְׁמֹנָה,שְׁמֹנָ֥ה,,False,
22.23.6,אלה,אֵלֶּה,אֵ֙לֶּה֙,,False,
22.23.7,ילדה,יָלְדָה,יָלְדָ֣ה,,False,
22.23.8,מלכה,מִלְכָּה,מִלְכָּ֔ה,,False,
22.23.9,לנחור,לְנָחוֹר,לְנָח֖וֹר,,False,
22.23.10,אחי,אֲחִי,אֲחִ֥י,,False,
22.23.11,אברהם,אַבְרָהָם׃,אַבְרָהָֽם׃,,False,
22.24.1,ופילגשו,וּפִילַגְשׁוֹ,וּפִֽילַגְשׁ֖וֹ,,False,
22.24.2,ושמה,וּשְׁמָהּ,וּשְׁמָ֣הּ,,False,
22.24.3,ראומה,רְאוּמָה,רְאוּמָ֑ה,,False,
22.24.4,ותלד,וַתֵּלֶד,וַתֵּ֤לֶד,,False,
22.24.5,גם,גַּם,גַּם,"(1, 2)",False,
22.24.6,הוא,הִוא,הִוא֙,"(2, 2)",False,
22.24.7,את,אֶת,אֶת,"(1, 2)",False,
22.24.8,טבח,טֶבַח,טֶ֣בַח,"(2, 2)",False,
22.24.9,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.24.10,גחם,גַּחַם,גַּ֔חַם,"(2, 2)",False,
22.24.11,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
22.24.12,תחש,תַּחַשׁ,תַּ֖חַשׁ,"(2, 2)",False,
22.24.13,ואת,וְאֶת,וְאֶֽת,"(1, 2)",False,
22.24.14,מעכה,מַעֲכָה׃,מַעֲכָֽה׃,"(2, 2)",False,(ס)
23.1.1,ויהיו,וַיִּהְיוּ,וַיִּהְיוּ֙,,False,
23.1.2,חיי,חַיֵּי,חַיֵּ֣י,,False,
23.1.3,שרה,שָׂרָה,שָׂרָ֔ה,,False,
23.1.4,מאה,מֵאָה,מֵאָ֥ה,,False,
23.1.5,שנה,שָׁנָה,שָׁנָ֛ה,,False,
23.1.6,ועשרים,וְעֶשְׂרִים,וְעֶשְׂרִ֥ים,,False,
23.1.7,שנה,שָׁנָה,שָׁנָ֖ה,,False,
23.1.8,ושבע,וְשֶׁבַע,וְשֶׁ֣בַע,,False,
23.1.9,שנים,שָׁנִים,שָׁנִ֑ים,,False,
23.1.10,שני,שְׁנֵי,שְׁנֵ֖י,,False,
23.1.11,חיי,חַיֵּי,חַיֵּ֥י,,False,
23.1.12,שרה,שָׂרָה׃,שָׂרָֽה׃,,False,
23.2.1,ותמת,וַתָּמָת,וַתָּ֣מָת,,False,
23.2.2,שרה,שָׂרָה,שָׂרָ֗ה,,False,
23.2.3,בקרית,בְּקִרְיַת,בְּקִרְיַ֥ת,,False,
23.2.4,ארבע,אַרְבַּע,אַרְבַּ֛ע,,False,
23.2.5,הוא,הִוא,הִ֥וא,,False,
23.2.6,חברון,חֶבְרוֹן,חֶבְר֖וֹן,,False,
23.2.7,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
23.2.8,כנען,כְּנָעַן,כְּנָ֑עַן,,False,
23.2.9,ויבא,וַיָּבֹא,וַיָּבֹא֙,,False,
23.2.10,אברהם,אַבְרָהָם,אַבְרָהָ֔ם,,False,
23.2.11,לספד,לִסְפֹּד,לִסְפֹּ֥ד,,False,
23.2.12,לשרה,לְשָׂרָה,לְשָׂרָ֖ה,,False,
23.2.13,ולבכתה,וְלִבְכֹּתָהּ׃,וְלִבְכֹּתָֽהּ׃,,False,
23.3.1,ויקם,וַיָּקָם,וַיָּ֙קָם֙,,False,
23.3.2,אברהם,אַבְרָהָם,אַבְרָהָ֔ם,,False,
23.3.3,מעל,מֵעַל,מֵעַ֖ל,,False,
23.3.4,פני,פְּנֵי,פְּנֵ֣י,,False,
23.3.5,מתו,מֵתוֹ,מֵת֑וֹ,,False,
23.3.6,וידבר,וַיְדַבֵּר,וַיְדַבֵּ֥ר,,False,
23.3.7,אל,אֶל,אֶל,"(1, 3)",False,
23.3.8,בני,בְּנֵי,בְּנֵי,"(2, 3)",False,
23.3.9,חת,חֵת,חֵ֖ת,"(3, 3)",False,
23.3.10,לאמר,לֵאמֹר׃,לֵאמֹֽר׃,,False,
23.4.1,גר,גֵּר,גֵּר,"(1, 2)",False,
23.4.2,ותושב,וְתוֹשָׁב,וְתוֹשָׁ֥ב,"(2, 2)",False,
23.4.3,אנכי,אָנֹכִי,אָנֹכִ֖י,,False,
23.4.4,עמכם,עִמָּכֶם,עִמָּכֶ֑ם,,False,
23.4.5,תנו,תְּנוּ,תְּנ֨וּ,,False,
23.4.6,לי,לִי,לִ֤י,,False,
23.4.7,אחזת,אֲחֻזַּת,אֲחֻזַּת,"(1, 2)",False,
23.4.8,קבר,קֶבֶר,קֶ֙בֶר֙,"(2, 2)",False,
23.4.9,עמכם,עִמָּכֶם,עִמָּכֶ֔ם,,False,
23.4.10,ואקברה,וְאֶקְבְּרָה,וְאֶקְבְּרָ֥ה,,False,
23.4.11,מתי,מֵתִי,מֵתִ֖י,,False,
23.4.12,מלפני,מִלְּפָנָי׃,מִלְּפָנָֽי׃,,False,
23.5.1,ויענו,וַיַּעֲנוּ,וַיַּעֲנ֧וּ,,False,
23.5.2,בני,בְנֵי,בְנֵי,"(1, 2)",False,
23.5.3,חת,חֵת,חֵ֛ת,"(2, 2)",False,
23.5.4,את,אֶת,אֶת,"(1, 2)",False,
23.5.5,אברהם,אַבְרָהָם,אַבְרָהָ֖ם,"(2, 2)",False,
23.5.6,לאמר,לֵאמֹר,לֵאמֹ֥ר,,False,
23.5.7,לו,לוֹ׃,לֽוֹ׃,,False,
23.6.1,שמענו,שְׁמָעֵנוּ,שְׁמָעֵ֣נוּ,,True,
23.6.2,אדני,אֲדֹנִי,אֲדֹנִ֗י,,False,
23.6.3,נשיא,נְשִׂיא,נְשִׂ֨יא,,False,
23.6.4,אלהים,אֱלֹהִים,אֱלֹהִ֤ים,,False,
23.6.5,אתה,אַתָּה,אַתָּה֙,,False,
23.6.6,בתוכנו,בְּתוֹכֵנוּ,בְּתוֹכֵ֔נוּ,,False,
23.6.7,במבחר,בְּמִבְחַר,בְּמִבְחַ֣ר,,False,
23.6.8,קברינו,קְבָרֵינוּ,קְבָרֵ֔ינוּ,,False,
23.6.9,קבר,קְבֹר,קְבֹ֖ר,,False,
23.6.10,את,אֶת,אֶת,"(1, 2)",False,
23.6.11,מתך,מֵתֶךָ,מֵתֶ֑ךָ,"(2, 2)",False,
23.6.12,איש,אִישׁ,אִ֣ישׁ,,False,
23.6.13,ממנו,מִמֶּנּוּ,מִמֶּ֔נּוּ,,False,
23.6.14,את,אֶת,אֶת,"(1, 2)",False,
23.6.15,קברו,קִבְרוֹ,קִבְר֛וֹ,"(2, 2)",False,
23.6.16,לא,לֹא,לֹֽא,"(1, 2)",False,
23.6.17,יכלה,יִכְלֶה,יִכְלֶ֥ה,"(2, 2)",False,
23.6.18,ממך,מִמְּךָ,מִמְּךָ֖,,False,
23.6.19,מקבר,מִקְּבֹר,מִקְּבֹ֥ר,,False,
23.6.20,מתך,מֵתֶךָ׃,מֵתֶֽךָ׃,,False,
23.7.1,ויקם,וַיָּקָם,וַיָּ֧קָם,,False,
23.7.2,אברהם,אַבְרָהָם,אַבְרָהָ֛ם,,False,
23.7.3,וישתחו,וַיִּשְׁתַּחוּ,וַיִּשְׁתַּ֥חוּ,,False,
23.7.4,לעם,לְעַם,לְעַם,"(1, 2)",False,
23.7.5,הארץ,הָאָרֶץ,הָאָ֖רֶץ,"(2, 2)",False,
23.7.6,לבני,לִבְנֵי,לִבְנֵי,"(1, 2)",False,
23.7.7,חת,חֵת׃,חֵֽת׃,"(2, 2)",False,
23.8.1,וידבר,וַיְדַבֵּר,וַיְדַבֵּ֥ר,,False,
23.8.2,אתם,אִתָּם,אִתָּ֖ם,,False,
23.8.3,לאמר,לֵאמֹר,לֵאמֹ֑ר,,False,
23.8.4,אם,אִם,אִם,"(1, 2)",False,
23.8.5,יש,יֵשׁ,יֵ֣שׁ,"(2, 2)",False,
23.8.6,את,אֶת,אֶֽת,"(1, 2)",False,
23.8.7,נפשכם,נַפְשְׁכֶם,נַפְשְׁכֶ֗ם,"(2, 2)",False,
23.8.8,לקבר,לִקְבֹּר,לִקְבֹּ֤ר,,False,
23.8.9,את,אֶת,אֶת,"(1, 2)",False,
23.8.10,מתי,מֵתִי,מֵתִי֙,"(2, 2)",False,
23.8.11,מלפני,מִלְּפָנַי,מִלְּפָנַ֔י,,False,
23.8.12,שמעוני,שְׁמָעוּנִי,שְׁמָע֕וּנִי,,False,
23.8.13,ופגעו,וּפִגְעוּ,וּפִגְעוּ,"(1, 2)",False,
23.8.14,לי,לִי,לִ֖י,"(2, 2)",False,
23.8.15,בעפרון,בְּעֶפְרוֹן,בְּעֶפְר֥וֹן,,False,
23.8.16,בן,בֶּן,בֶּן,"(1, 2)",False,
23.8.17,צחר,צֹחַר׃,צֹֽחַר׃,"(2, 2)",False,
23.9.1,ויתן,וְיִתֶּן,וְיִתֶּן,"(1, 2)",False,
23.9.2,לי,לִי,לִ֗י,"(2, 2)",False,
23.9.3,את,אֶת,אֶת,"(1, 2)",False,
23.9.4,מערת,מְעָרַת,מְעָרַ֤ת,"(2, 2)",False,
23.9.5,המכפלה,הַמַּכְפֵּלָה,הַמַּכְפֵּלָה֙,,False,
23.9.6,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
23.9.7,לו,לוֹ,ל֔וֹ,"(2, 2)",False,
23.9.8,אשר,אֲשֶׁר,אֲשֶׁ֖ר,,False,
23.9.9,בקצה,בִּקְצֵה,בִּקְצֵ֣ה,,False,
23.9.10,שדהו,שָׂדֵהוּ,שָׂדֵ֑הוּ,,False,
23.9.11,בכסף,בְּכֶסֶף,בְּכֶ֨סֶף,,False,
23.9.12,מלא,מָלֵא,מָלֵ֜א,,False,
23.9.13,יתננה,יִתְּנֶנָּה,יִתְּנֶ֥נָּה,,False,
23.9.14,לי,לִי,לִ֛י,,False,
23.9.15,בתוככם,בְּתוֹכְכֶם,בְּתוֹכְכֶ֖ם,,False,
23.9.16,לאחזת,לַאֲחֻזַּת,לַאֲחֻזַּת,"(1, 2)",False,
23.9.17,קבר,קָבֶר׃,קָֽבֶר׃,"(2, 2)",False,
23.10.1,ועפרון,וְעֶפְרוֹן,וְעֶפְר֥וֹן,,False,
23.10.2,ישב,יֹשֵׁב,יֹשֵׁ֖ב,,False,
23.10.3,בתוך,בְּתוֹךְ,בְּת֣וֹךְ,,False,
23.10.4,בני,בְּנֵי,בְּנֵי,"(1, 2)",False,
23.10.5,חת,חֵת,חֵ֑ת,"(2, 2)",False,
23.10.6,ויען,וַיַּעַן,וַיַּעַן֩,,False,
23.10.7,עפרון,עֶפְרוֹן,עֶפְר֨וֹן,,False,
23.10.8,החתי,הַחִתִּי,הַחִתִּ֤י,,False,
23.10.9,את,אֶת,אֶת,"(1, 2)",False,
23.10.10,אברהם,אַבְרָהָם,אַבְרָהָם֙,"(2, 2)",False,
23.10.11,באזני,בְּאָזְנֵי,בְּאָזְנֵ֣י,,False,
23.10.12,בני,בְנֵי,בְנֵי,"(1, 2)",False,
23.10.13,חת,חֵת,חֵ֔ת,"(2, 2)",False,
23.10.14,לכל,לְכֹל,לְכֹ֛ל,,False,
23.10.15,באי,בָּאֵי,בָּאֵ֥י,,False,
23.10.16,שער,שַׁעַר,שַֽׁעַר,"(1, 2)",False,
23.10.17,עירו,עִירוֹ,עִיר֖וֹ,"(2, 2)",False,
23.10.18,לאמר,לֵאמֹר׃,לֵאמֹֽר׃,,False,
23.11.1,לא,לֹא,לֹֽא,"(1, 2)",False,
23.11.2,אדני,אֲדֹנִי,אֲדֹנִ֣י,"(2, 2)",False,
23.11.3,שמעני,שְׁמָעֵנִי,שְׁמָעֵ֔נִי,,False,
23.11.4,השדה,הַשָּׂדֶה,הַשָּׂדֶה֙,,False,
23.11.5,נתתי,נָתַתִּי,נָתַ֣תִּי,,False,
23.11.6,לך,לָךְ,לָ֔ךְ,,False,
23.11.7,והמערה,וְהַמְּעָרָה,וְהַמְּעָרָ֥ה,,False,
23.11.8,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
23.11.9,בו,בּוֹ,בּ֖וֹ,"(2, 2)",False,
23.11.10,לך,לְךָ,לְךָ֣,,False,
23.11.11,נתתיה,נְתַתִּיהָ,נְתַתִּ֑יהָ,,False,
23.11.12,לעיני,לְעֵינֵי,לְעֵינֵ֧י,,False,
23.11.13,בני,בְנֵי,בְנֵי,"(1, 2)",False,
23.11.14,עמי,עַמִּי,עַמִּ֛י,"(2, 2)",False,
23.11.15,נתתיה,נְתַתִּיהָ,נְתַתִּ֥יהָ,,False,
23.11.16,לך,לָּךְ,לָּ֖ךְ,,False,
23.11.17,קבר,קְבֹר,קְבֹ֥ר,,False,
23.11.18,מתך,מֵתֶךָ׃,מֵתֶֽךָ׃,,False,
23.12.1,וישתחו,וַיִּשְׁתַּחוּ,וַיִּשְׁתַּ֙חוּ֙,,False,
23.12.2,אברהם,אַבְרָהָם,אַבְרָהָ֔ם,,False,
23.12.3,לפני,לִפְנֵי,לִפְנֵ֖י,,False,
23.12.4,עם,עַם,עַ֥ם,,False,
23.12.5,הארץ,הָאָרֶץ׃,הָאָֽרֶץ׃,,False,
23.13.1,וידבר,וַיְדַבֵּר,וַיְדַבֵּ֨ר,,False,
23.13.2,אל,אֶל,אֶל,"(1, 2)",False,
23.13.3,עפרון,עֶפְרוֹן,עֶפְר֜וֹן,"(2, 2)",False,
23.13.4,באזני,בְּאָזְנֵי,בְּאָזְנֵ֤י,,False,
23.13.5,עם,עַם,עַם,"(1, 2)",False,
23.13.6,הארץ,הָאָרֶץ,הָאָ֙רֶץ֙,"(2, 2)",False,
23.13.7,לאמר,לֵאמֹר,לֵאמֹ֔ר,,False,
23.13.8,אך,אַךְ,אַ֛ךְ,,False,
23.13.9,אם,אִם,אִם,"(1, 2)",False,
23.13.10,אתה,אַתָּה,אַתָּ֥ה,"(2, 2)",False,
23.13.11,לו,לוּ,ל֖וּ,,False,
23.13.12,שמעני,שְׁמָעֵנִי,שְׁמָעֵ֑נִי,,False,
23.13.13,נתתי,נָתַתִּי,נָתַ֜תִּי,,False,
23.13.14,כסף,כֶּסֶף,כֶּ֤סֶף,,False,
23.13.15,השדה,הַשָּׂדֶה,הַשָּׂדֶה֙,,False,
23.13.16,קח,קַח,קַ֣ח,,False,
23.13.17,ממני,מִמֶּנִּי,מִמֶּ֔נִּי,,False,
23.13.18,ואקברה,וְאֶקְבְּרָה,וְאֶקְבְּרָ֥ה,,False,
23.13.19,את,אֶת,אֶת,"(1, 2)",False,
23.13.20,מתי,מֵתִי,מֵתִ֖י,"(2, 2)",False,
23.13.21,שמה,שָׁמָּה׃,שָֽׁמָּה׃,,False,
23.14.1,ויען,וַיַּעַן,וַיַּ֧עַן,,False,
23.14.2,עפרון,עֶפְרוֹן,עֶפְר֛וֹן,,False,
23.14.3,את,אֶת,אֶת,"(1, 2)",False,
23.14.4,אברהם,אַבְרָהָם,אַבְרָהָ֖ם,"(2, 2)",False,
23.14.5,לאמר,לֵאמֹר,לֵאמֹ֥ר,,False,
23.14.6,לו,לוֹ׃,לֽוֹ׃,,False,
23.15.1,אדני,אֲדֹנִי,אֲדֹנִ֣י,,False,
23.15.2,שמעני,שְׁמָעֵנִי,שְׁמָעֵ֔נִי,,False,
23.15.3,ארץ,אֶרֶץ,אֶרֶץ֩,,False,
23.15.4,ארבע,אַרְבַּע,אַרְבַּ֨ע,,False,
23.15.5,מאת,מֵאֹת,מֵאֹ֧ת,,False,
23.15.6,שקל,שֶׁקֶל,שֶֽׁקֶל,"(1, 2)",False,
23.15.7,כסף,כֶּסֶף,כֶּ֛סֶף,"(2, 2)",False,
23.15.8,ביני,בֵּינִי,בֵּינִ֥י,,False,
23.15.9,ובינך,וּבֵינְךָ,וּבֵֽינְךָ֖,,False,
23.15.10,מה,מַה,מַה,"(1, 2)",False,
23.15.11,הוא,הִוא,הִ֑וא,"(2, 2)",False,
23.15.12,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
23.15.13,מתך,מֵתְךָ,מֵתְךָ֖,"(2, 2)",False,
23.15.14,קבר,קְבֹר׃,קְבֹֽר׃,,False,
23.16.1,וישמע,וַיִּשְׁמַע,וַיִּשְׁמַ֣ע,,False,
23.16.2,אברהם,אַבְרָהָם,אַבְרָהָם֮,,False,
23.16.3,אל,אֶל,אֶל,"(1, 2)",False,
23.16.4,עפרון,עֶפְרוֹן,עֶפְרוֹן֒,"(2, 2)",False,
23.16.5,וישקל,וַיִּשְׁקֹל,וַיִּשְׁקֹ֤ל,,False,
23.16.6,אברהם,אַבְרָהָם,אַבְרָהָם֙,,False,
23.16.7,לעפרן,לְעֶפְרֹן,לְעֶפְרֹ֔ן,,False,
23.16.8,את,אֶת,אֶת,"(1, 2)",False,
23.16.9,הכסף,הַכֶּסֶף,הַכֶּ֕סֶף,"(2, 2)",False,
23.16.10,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
23.16.11,דבר,דִּבֶּר,דִּבֶּ֖ר,,False,
23.16.12,באזני,בְּאָזְנֵי,בְּאָזְנֵ֣י,,False,
23.16.13,בני,בְנֵי,בְנֵי,"(1, 2)",False,
23.16.14,חת,חֵת,חֵ֑ת,"(2, 2)",False,
23.16.15,ארבע,אַרְבַּע,אַרְבַּ֤ע,,False,
23.16.16,מאות,מֵאוֹת,מֵאוֹת֙,,False,
23.16.17,שקל,שֶׁקֶל,שֶׁ֣קֶל,,False,
23.16.18,כסף,כֶּסֶף,כֶּ֔סֶף,,False,
23.16.19,עבר,עֹבֵר,עֹבֵ֖ר,,False,
23.16.20,לסחר,לַסֹּחֵר׃,לַסֹּחֵֽר׃,,False,
23.17.1,ויקם,וַיָּקָם,וַיָּ֣קָם,,True,
23.17.2,שדה,שְׂדֵה,שְׂדֵ֣ה,,False,
23.17.3,עפרון,עֶפְרוֹן,עֶפְר֗וֹן,,False,
23.17.4,אשר,אֲשֶׁר,אֲשֶׁר֙,,False,
23.17.5,במכפלה,בַּמַּכְפֵּלָה,בַּמַּכְפֵּלָ֔ה,,False,
23.17.6,אשר,אֲשֶׁר,אֲשֶׁ֖ר,,False,
23.17.7,לפני,לִפְנֵי,לִפְנֵ֣י,,False,
23.17.8,ממרא,מַמְרֵא,מַמְרֵ֑א,,False,
23.17.9,השדה,הַשָּׂדֶה,הַשָּׂדֶה֙,,False,
23.17.10,והמערה,וְהַמְּעָרָה,וְהַמְּעָרָ֣ה,,False,
23.17.11,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
23.17.12,בו,בּוֹ,בּ֔וֹ,"(2, 2)",False,
23.17.13,וכל,וְכָל,וְכָל,"(1, 2)",False,
23.17.14,העץ,הָעֵץ,הָעֵץ֙,"(2, 2)",False,
23.17.15,אשר,אֲשֶׁר,אֲשֶׁ֣ר,,False,
23.17.16,בשדה,בַּשָּׂדֶה,בַּשָּׂדֶ֔ה,,False,
23.17.17,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
23.17.18,בכל,בְּכָל,בְּכָל,"(1, 2)",False,
23.17.19,גבלו,גְּבֻלוֹ,גְּבֻל֖וֹ,"(2, 2)",False,
23.17.20,סביב,סָבִיב׃,סָבִֽיב׃,,False,
23.18.1,לאברהם,לְאַבְרָהָם,לְאַבְרָהָ֥ם,,False,
23.18.2,למקנה,לְמִקְנָה,לְמִקְנָ֖ה,,False,
23.18.3,לעיני,לְעֵינֵי,לְעֵינֵ֣י,,False,
23.18.4,בני,בְנֵי,בְנֵי,"(1, 2)",False,
23.18.5,חת,חֵת,חֵ֑ת,"(2, 2)",False,
23.18.6,בכל,בְּכֹל,בְּכֹ֖ל,,False,
23.18.7,באי,בָּאֵי,בָּאֵ֥י,,False,
23.18.8,שער,שַׁעַר,שַֽׁעַר,"(1, 2)",False,
23.18.9,עירו,עִירוֹ׃,עִירֽוֹ׃,"(2, 2)",False,
23.19.1,ואחרי,וְאַחֲרֵי,וְאַחֲרֵי,"(1, 2)",False,
23.19.2,כן,כֵן,כֵן֩,"(2, 2)",False,
23.19.3,קבר,קָבַר,קָבַ֨ר,,False,
23.19.4,אברהם,אַבְרָהָם,אַבְרָהָ֜ם,,False,
23.19.5,את,אֶת,אֶת,"(1, 2)",False,
23.19.6,שרה,שָׂרָה,שָׂרָ֣ה,"(2, 2)",False,
23.19.7,אשתו,אִשְׁתּוֹ,אִשְׁתּ֗וֹ,,False,
23.19.8,אל,אֶל,אֶל,"(1, 2)",False,
23.19.9,מערת,מְעָרַת,מְעָרַ֞ת,"(2, 2)",False,
23.19.10,שדה,שְׂדֵה,שְׂדֵ֧ה,,False,
23.19.11,המכפלה,הַמַּכְפֵּלָה,הַמַּכְפֵּלָ֛ה,,False,
23.19.12,על,עַל,עַל,"(1, 2)",False,
23.19.13,פני,פְּנֵי,פְּנֵ֥י,"(2, 2)",False,
23.19.14,ממרא,מַמְרֵא,מַמְרֵ֖א,,False,
23.19.15,הוא,הִוא,הִ֣וא,,False,
23.19.16,חברון,חֶבְרוֹן,חֶבְר֑וֹן,,False,
23.19.17,בארץ,בְּאֶרֶץ,בְּאֶ֖רֶץ,,False,
23.19.18,כנען,כְּנָעַן׃,כְּנָֽעַן׃,,False,
23.20.1,ויקם,וַיָּקָם,וַיָּ֨קָם,,False,
23.20.2,השדה,הַשָּׂדֶה,הַשָּׂדֶ֜ה,,False,
23.20.3,והמערה,וְהַמְּעָרָה,וְהַמְּעָרָ֧ה,,False,
23.20.4,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
23.20.5,בו,בּוֹ,בּ֛וֹ,"(2, 2)",False,
23.20.6,לאברהם,לְאַבְרָהָם,לְאַבְרָהָ֖ם,,False,
23.20.7,לאחזת,לַאֲחֻזַּת,לַאֲחֻזַּת,"(1, 2)",False,
23.20.8,קבר,קָבֶר,קָ֑בֶר,"(2, 2)",False,
23.20.9,מאת,מֵאֵת,מֵאֵ֖ת,,False,
23.20.10,בני,בְּנֵי,בְּנֵי,"(1, 2)",False,
23.20.11,חת,חֵת׃,חֵֽת׃,"(2, 2)",False,(ס)
24.1.1,ואברהם,וְאַבְרָהָם,וְאַבְרָהָ֣ם,,False,
24.1.2,זקן,זָקֵן,זָקֵ֔ן,,False,
24.1.3,בא,בָּא,בָּ֖א,,False,
24.1.4,בימים,בַּיָּמִים,בַּיָּמִ֑ים,,False,
24.1.5,ויהוה,וַיהוָה,וַֽיהוָ֛ה,,False,
24.1.6,ברך,בֵּרַךְ,בֵּרַ֥ךְ,,False,
24.1.7,את,אֶת,אֶת,"(1, 2)",False,
24.1.8,אברהם,אַבְרָהָם,אַבְרָהָ֖ם,"(2, 2)",False,
24.1.9,בכל,בַּכֹּל׃,בַּכֹּֽל׃,,False,
24.2.1,ויאמר,וַיֹּאמֶר,וַיֹּ֣אמֶר,,False,
24.2.2,אברהם,אַבְרָהָם,אַבְרָהָ֗ם,,False,
24.2.3,אל,אֶל,אֶל,"(1, 2)",False,
24.2.4,עבדו,עַבְדּוֹ,עַבְדּוֹ֙,"(2, 2)",False,
24.2.5,זקן,זְקַן,זְקַ֣ן,,False,
24.2.6,ביתו,בֵּיתוֹ,בֵּית֔וֹ,,False,
24.2.7,המשל,הַמֹּשֵׁל,הַמֹּשֵׁ֖ל,,False,
24.2.8,בכל,בְּכָל,בְּכָל,"(1, 3)",False,
24.2.9,אשר,אֲשֶׁר,אֲשֶׁר,"(2, 3)",False,
24.2.10,לו,לוֹ,ל֑וֹ,"(3, 3)",False,
24.2.11,שים,שִׂים,שִֽׂים,"(1, 2)",False,
24.2.12,נא,נָא,נָ֥א,"(2, 2)",False,
24.2.13,ידך,יָדְךָ,יָדְךָ֖,,False,
24.2.14,תחת,תַּחַת,תַּ֥חַת,,False,
24.2.15,ירכי,יְרֵכִי׃,יְרֵכִֽי׃,,False,
24.3.1,ואשביעך,וְאַשְׁבִּיעֲךָ,וְאַשְׁבִּ֣יעֲךָ֔,,False,
24.3.2,ביהוה,בַּיהוָה,בַּֽיהוָה֙,,False,
24.3.3,אלהי,אֱלֹהֵי,אֱלֹהֵ֣י,,False,
24.3.4,השמים,הַשָּׁמַיִם,הַשָּׁמַ֔יִם,,False,
24.3.5,ואלהי,וֵאלֹהֵי,וֵֽאלֹהֵ֖י,,False,
24.3.6,הארץ,הָאָרֶץ,הָאָ֑רֶץ,,False,
24.3.7,אשר,אֲשֶׁר,אֲשֶׁ֨ר,,False,
24.3.8,לא,לֹא,לֹֽא,"(1, 2)",False,
24.3.9,תקח,תִקַּח,תִקַּ֤ח,"(2, 2)",False,
24.3.10,אשה,אִשָּׁה,אִשָּׁה֙,,False,
24.3.11,לבני,לִבְנִי,לִבְנִ֔י,,False,
24.3.12,מבנות,מִבְּנוֹת,מִבְּנוֹת֙,,False,
24.3.13,הכנעני,הַכְּנַעֲנִי,הַֽכְּנַעֲנִ֔י,,False,
24.3.14,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
24.3.15,אנכי,אָנֹכִי,אָנֹכִ֖י,,False,
24.3.16,יושב,יוֹשֵׁב,יוֹשֵׁ֥ב,,False,
24.3.17,בקרבו,בְּקִרְבּוֹ׃,בְּקִרְבּֽוֹ׃,,False,
